12351	OTH
12352	OTH
12353	OTH
12354	OTH
12355	OTH
12356	OTH
12357	OTH
12358	OTH
12359	OTH
12360	OTH
12361	OTH
12362	OTH
12363	OTH
12364	OTH
12365	OTH
12366	OTH
12367	OTH
12368	OTH
12369	OTH
12370	OTH
12371	OTH
12372	OTH
12373	OTH
12374	OTH
12375	OTH
12376	OTH
12377	OTH
12378	OTH
12379	OTH
12380	OTH
12381	OTH
12382	OTH
12383	OTH
12384	OTH
12385	OTH
12386	OTH
12387	OTH
12388	OTH
12389	OTH
12390	OTH
12391	OTH
12392	OTH
12393	OTH
12394	OTH
12395	OTH
12396	OTH
12397	OTH
12398	OTH
12399	OTH
12400	OTH
12401	OTH
12402	OTH
12403	OTH
12404	OTH
12405	OTH
12406	OTH
12407	OTH
12408	OTH
12409	OTH
12410	OTH
12411	OTH
12412	OTH
12413	OTH
12414	OTH
12415	OTH
12416	OTH
12417	OTH
12418	OTH
12419	OTH
12420	OTH
12421	OTH
12422	OTH
12423	OTH
12424	OTH
12425	OTH
12426	OTH
12427	OTH
12428	OTH
12429	OTH
12430	OTH
12431	OTH
12432	OTH
12433	OTH
12434	OTH
12435	OTH
12436	OTH
12437	OTH
12438	OTH
12439	OTH
12440	OTH
12441	OTH
12442	OTH
12443	OTH
12444	OTH
12445	OTH
12446	OTH
12447	OTH
12448	OTH
12449	OTH
12450	OTH
12451	OTH
12452	OTH
12453	OTH
12454	OTH
12455	OTH
12456	OTH
12457	OTH
12458	OTH
12459	OTH
12460	OTH
12461	OTH
12462	OTH
12463	OTH
12464	OTH
12465	OTH
12466	OTH
12467	OTH
12468	OTH
12469	OTH
12470	OTH
12471	OTH
12472	OTH
12473	OTH
12474	OTH
12475	OTH
12476	OTH
12477	OTH
12478	OTH
12479	OTH
12480	OTH
12481	OTH
12482	OTH
12483	OTH
12484	OTH
12485	OTH
12486	OTH
12487	OTH
12488	OTH
12489	OTH
12490	OTH
12491	OTH
12492	OTH
12493	OTH
12494	OTH
12495	OTH
12496	OTH
12497	OTH
12498	OTH
12499	OTH
12500	OTH
12501	OTH
12502	OTH
12503	OTH
12504	OTH
12505	OTH
12506	OTH
12507	OTH
12508	OTH
12509	OTH
12510	OTH
12511	OTH
12512	OTH
12513	OTH
12514	OTH
12515	OTH
12516	OTH
12517	OTH
12518	OTH
12519	OTH
12520	OTH
12521	OTH
12522	OTH
12523	OTH
12524	OTH
12525	OTH
12526	OTH
12527	OTH
12528	OTH
12529	OTH
12530	OTH
12531	OTH
12532	OTH
12533	OTH
12534	OTH
12535	OTH
12536	OTH
12537	OTH
12538	OTH
12539	OTH
12540	OTH
12541	OTH
12542	OTH
12543	OTH
12544	OTH
12545	OTH
12546	OTH
12547	OTH
12548	OTH
12549	OTH
12550	OTH
12551	OTH
12552	OTH
12553	OTH
12554	OTH
12555	OTH
12556	OTH
12557	OTH
12558	OTH
12559	OTH
12560	OTH
12561	OTH
12562	OTH
12563	OTH
12564	OTH
12565	OTH
12566	OTH
12567	OTH
12568	OTH
12569	OTH
12570	OTH
12571	OTH
12572	OTH
12573	OTH
12574	OTH
12575	OTH
12576	OTH
12577	OTH
12578	OTH
12579	OTH
12580	OTH
12581	OTH
12582	OTH
12583	OTH
12584	OTH
12585	OTH
12586	OTH
12587	OTH
12588	OTH
12589	OTH
12590	OTH
12591	OTH
12592	OTH
12593	OTH
12594	OTH
12595	OTH
12596	OTH
12597	OTH
12598	OTH
12599	OTH
12600	OTH
12601	OTH
12602	OTH
12603	OTH
12604	OTH
12605	OTH
12606	OTH
12607	OTH
12608	OTH
12609	OTH
12610	OTH
12611	OTH
12612	OTH
12613	OTH
12614	OTH
12615	OTH
12616	OTH
12617	OTH
12618	OTH
12619	OTH
12620	OTH
12621	OTH
12622	OTH
12623	OTH
12624	OTH
12625	OTH
12626	OTH
12627	OTH
12628	OTH
12629	OTH
12630	OTH
12631	OTH
12632	OTH
12633	OTH
12634	OTH
12635	OTH
12636	OTH
12637	OTH
12638	OTH
12639	OTH
12640	OTH
12641	OTH
12642	OTH
12643	OTH
12644	OTH
12645	OTH
12646	OTH
12647	OTH
12648	OTH
12649	OTH
12650	OTH
12651	OTH
12652	OTH
12653	OTH
12654	OTH
12655	OTH
12656	OTH
12657	OTH
12658	OTH
12659	OTH
12660	OTH
12661	OTH
12662	OTH
12663	OTH
12664	OTH
12665	OTH
12666	OTH
12667	OTH
12668	OTH
12669	OTH
12670	OTH
12671	OTH
12672	OTH
12673	OTH
12674	OTH
12675	OTH
12676	OTH
12677	OTH
12678	OTH
12679	OTH
12680	OTH
12681	OTH
12682	OTH
12683	OTH
12684	OTH
12685	OTH
12686	OTH
12687	OTH
12688	OTH
12689	OTH
12690	OTH
12691	OTH
12692	OTH
12693	OTH
12694	OTH
12695	OTH
12696	OTH
12697	OTH
12698	OTH
12699	OTH
12700	OTH
12701	OTH
12702	OTH
12703	OTH
12704	OTH
12705	OTH
12706	OTH
12707	OTH
12708	OTH
12709	OTH
12710	OTH
12711	OTH
12712	OTH
12713	OTH
12714	OTH
12715	OTH
12716	OTH
12717	OTH
12718	OTH
12719	OTH
12720	OTH
12721	OTH
12722	OTH
12723	OTH
12724	OTH
12725	OTH
12726	OTH
12727	OTH
12728	OTH
12729	OTH
12730	OTH
12731	OTH
12732	OTH
12733	OTH
12734	OTH
12735	OTH
12736	OTH
12737	OTH
12738	OTH
12739	OTH
12740	OTH
12741	OTH
12742	OTH
12743	OTH
12744	OTH
12745	OTH
12746	OTH
12747	OTH
12748	OTH
12749	OTH
12750	OTH
12751	OTH
12752	OTH
12753	OTH
12754	OTH
12755	OTH
12756	OTH
12757	OTH
12758	OTH
12759	OTH
12760	OTH
12761	OTH
12762	OTH
12763	OTH
12764	OTH
12765	OTH
12766	OTH
12767	OTH
12768	OTH
12769	OTH
12770	OTH
12771	OTH
12772	OTH
12773	OTH
12774	OTH
12775	OTH
12776	OTH
12777	OTH
12778	OTH
12779	OTH
12780	OTH
12781	OTH
12782	OTH
12783	OTH
12784	OTH
12785	OTH
12786	OTH
12787	OTH
12788	OTH
12789	OTH
12790	OTH
12791	OTH
12792	OTH
12793	OTH
12794	OTH
12795	OTH
12796	OTH
12797	OTH
12798	OTH
12799	OTH
12800	OTH
12801	OTH
12802	OTH
12803	OTH
12804	OTH
12805	OTH
12806	OTH
12807	OTH
12808	OTH
12809	OTH
12810	OTH
12811	OTH
12812	OTH
12813	OTH
12814	OTH
12815	OTH
12816	OTH
12817	OTH
12818	OTH
12819	OTH
12820	OTH
12821	OTH
12822	OTH
12823	OTH
12824	OTH
12825	OTH
12826	OTH
12827	OTH
12828	OTH
12829	OTH
12830	OTH
12831	OTH
12832	OTH
12833	OTH
12834	OTH
12835	OTH
12836	OTH
12837	OTH
12838	OTH
12839	OTH
12840	OTH
12841	OTH
12842	OTH
12843	OTH
12844	OTH
12845	OTH
12846	OTH
12847	OTH
12848	OTH
12849	OTH
12850	OTH
12851	OTH
12852	OTH
12853	OTH
12854	OTH
12855	OTH
12856	OTH
12857	OTH
12858	OTH
12859	OTH
12860	OTH
12861	OTH
12862	OTH
12863	OTH
12864	OTH
12865	OTH
12866	OTH
12867	OTH
12868	OTH
12869	OTH
12870	OTH
12871	OTH
12872	OTH
12873	OTH
12874	OTH
12875	OTH
12876	OTH
12877	OTH
12878	OTH
12879	OTH
12880	OTH
12881	OTH
12882	OTH
12883	OTH
12884	OTH
12885	OTH
12886	OTH
12887	OTH
12888	OTH
12889	OTH
12890	OTH
12891	OTH
12892	OTH
12893	OTH
12894	OTH
12895	OTH
12896	OTH
12897	OTH
12898	OTH
12899	OTH
12900	OTH
12901	OTH
12902	OTH
12903	OTH
12904	OTH
12905	OTH
12906	SNI
12907	SNI
12908	SNI
12909	SNI
12910	SNI
12911	SNI
12912	SNI
12913	SNI
12914	SNI
12915	SNI
12916	SNI
12917	SNI
12918	SNI
12919	SNI
12920	SNI
12921	SNI
12922	SNI
12923	SNI
12924	SNI
12925	SNI
12926	SNI
12927	SNI
12928	SNI
12929	SNI
12930	SNI
12931	SNI
12932	SNI
12933	SNI
12934	SNI
12935	SNI
12936	SNI
12937	SNI
12938	SNI
12939	SNI
12940	SNI
12941	SNI
12942	SNI
12943	SNI
12944	SNI
12945	SNI
12946	SNI
12947	SNI
12948	SNI
12949	SNI
12950	SNI
12951	SNI
12952	SNI
12953	SNI
12954	SNI
12955	SNI
12956	SNI
12957	SNI
12958	SNI
12959	SNI
12960	SNI
12961	SNI
12962	SNI
12963	SNI
12964	SNI
12965	SNI
12966	SNI
12967	SNI
12968	SNI
12969	SNI
12970	SNI
12971	SNI
12972	SNI
12973	SNI
12974	SNI
12975	SNI
12976	SNI
12977	SNI
12978	SNI
12979	SNI
12980	SNI
12981	SNI
12982	SNI
12983	SNI
12984	OTH
12985	OTH
12986	OTH
12987	OTH
12988	OTH
12989	OTH
12990	OTH
12991	OTH
