25481	OTH
25482	OTH
25483	OTH
25484	OTH
25485	OTH
25486	OTH
25487	OTH
25488	OTH
25489	OTH
25490	OTH
25491	OTH
25492	OTH
25493	OTH
25494	OTH
25495	OTH
25496	OTH
25497	OTH
25498	OTH
25499	OTH
25500	OTH
25501	OTH
25502	OTH
25503	OTH
25504	OTH
25505	OTH
25506	OTH
25507	OTH
25508	OTH
25509	OTH
25510	OTH
25511	OTH
25512	OTH
25513	OTH
25514	OTH
25515	OTH
25516	OTH
25517	OTH
25518	OTH
25519	OTH
25520	OTH
25521	OTH
25522	OTH
25523	OTH
25524	OTH
25525	OTH
25526	OTH
25527	OTH
25528	OTH
25529	OTH
25530	OTH
25531	OTH
25532	OTH
25533	OTH
25534	OTH
25535	OTH
25536	OTH
25537	OTH
25538	OTH
25539	OTH
25540	OTH
25541	OTH
25542	OTH
25543	OTH
25544	OTH
25545	OTH
25546	OTH
25547	OTH
25548	OTH
25549	OTH
25550	OTH
25551	OTH
25552	OTH
25553	OTH
25554	OTH
25555	OTH
25556	OTH
25557	OTH
25558	OTH
25559	OTH
25560	OTH
25561	OTH
25562	OTH
25563	OTH
25564	OTH
25565	OTH
25566	OTH
25567	OTH
25568	OTH
25569	OTH
25570	OTH
25571	OTH
25572	OTH
25573	OTH
25574	OTH
25575	OTH
25576	OTH
25577	OTH
25578	OTH
25579	OTH
25580	OTH
25581	OTH
25582	OTH
25583	OTH
25584	OTH
25585	OTH
25586	OTH
25587	OTH
25588	OTH
25589	OTH
25590	OTH
25591	OTH
25592	OTH
25593	OTH
25594	OTH
25595	OTH
25596	OTH
25597	OTH
25598	OTH
25599	OTH
25600	OTH
25601	OTH
25602	OTH
25603	OTH
25604	OTH
25605	OTH
25606	OTH
25607	OTH
25608	OTH
25609	OTH
25610	OTH
25611	OTH
25612	OTH
25613	OTH
25614	OTH
25615	OTH
25616	OTH
25617	OTH
25618	OTH
25619	OTH
25620	OTH
25621	OTH
25622	OTH
25623	OTH
25624	OTH
25625	OTH
25626	OTH
25627	OTH
25628	OTH
25629	OTH
25630	OTH
25631	OTH
25632	OTH
25633	OTH
25634	OTH
25635	OTH
25636	OTH
25637	OTH
25638	OTH
25639	OTH
25640	OTH
25641	OTH
25642	OTH
25643	OTH
25644	OTH
25645	OTH
25646	OTH
25647	OTH
25648	OTH
25649	OTH
25650	OTH
25651	OTH
25652	OTH
25653	OTH
25654	OTH
25655	OTH
25656	OTH
25657	OTH
25658	OTH
25659	OTH
25660	OTH
25661	OTH
25662	OTH
25663	OTH
25664	OTH
25665	OTH
25666	OTH
25667	OTH
25668	OTH
25669	OTH
25670	OTH
25671	OTH
25672	OTH
25673	OTH
25674	OTH
25675	OTH
25676	OTH
25677	OTH
25678	OTH
25679	OTH
25680	OTH
25681	OTH
25682	OTH
25683	OTH
25684	OTH
25685	OTH
25686	OTH
25687	OTH
25688	OTH
25689	OTH
25690	OTH
25691	OTH
25692	OTH
25693	OTH
25694	OTH
25695	OTH
25696	OTH
25697	OTH
25698	OTH
25699	OTH
25700	OTH
25701	OTH
25702	OTH
25703	OTH
25704	OTH
25705	OTH
25706	OTH
25707	OTH
25708	OTH
25709	OTH
25710	OTH
25711	OTH
25712	OTH
25713	OTH
25714	OTH
25715	OTH
25716	OTH
25717	OTH
25718	OTH
25719	OTH
25720	OTH
25721	OTH
25722	OTH
25723	OTH
25724	OTH
25725	OTH
25726	OTH
25727	OTH
25728	OTH
25729	OTH
25730	OTH
25731	OTH
25732	OTH
25733	OTH
25734	OTH
25735	OTH
25736	OTH
25737	OTH
25738	OTH
25739	OTH
25740	OTH
25741	OTH
25742	OTH
25743	OTH
25744	OTH
25745	OTH
25746	OTH
25747	OTH
25748	OTH
25749	OTH
25750	OTH
25751	OTH
25752	OTH
25753	OTH
25754	OTH
25755	OTH
25756	OTH
25757	OTH
25758	OTH
25759	OTH
25760	OTH
25761	OTH
25762	OTH
25763	OTH
25764	OTH
25765	OTH
25766	OTH
25767	OTH
25768	OTH
25769	OTH
25770	OTH
25771	OTH
25772	OTH
25773	OTH
25774	OTH
25775	OTH
25776	OTH
25777	OTH
25778	OTH
25779	OTH
25780	SNI
25781	SNI
25782	SNI
25783	SNI
25784	SNI
25785	SNI
25786	SNI
25787	SNI
25788	SNI
25789	SNI
25790	SNI
25791	SNI
25792	SNI
25793	SNI
25794	SNI
25795	SNI
25796	SNI
25797	SNI
25798	SNI
25799	SNI
25800	SNI
25801	SNI
25802	SNI
25803	SNI
25804	SNI
25805	SNI
25806	SNI
25807	SNI
25808	SNI
25809	SNI
25810	SNI
25811	SNI
25812	SNI
25813	SNI
25814	SNI
25815	SNI
25816	SNI
25817	SNI
25818	SNI
25819	SNI
25820	SNI
25821	SNI
25822	SNI
25823	SNI
25824	SNI
25825	SNI
25826	SNI
25827	SNI
25828	SNI
25829	SNI
25830	SNI
25831	SNI
25832	SNI
25833	SNI
25834	SNI
25835	SNI
25836	SNI
25837	SNI
25838	SNI
25839	SNI
25840	SNI
25841	SNI
25842	SNI
25843	SNI
25844	SNI
25845	SNI
25846	SNI
25847	SNI
25848	SNI
25849	SNI
25850	SNI
25851	SNI
25852	SNI
25853	SNI
25854	SNI
25855	SNI
25856	SNI
25857	HFL
25858	HFL
25859	HFL
25860	HFL
25861	HFL
25862	HFL
25863	HFL
25864	HFL
25865	HFL
25866	HFL
25867	HFL
25868	HFL
25869	HFL
25870	HFL
25871	HFL
25872	HFL
25873	HFL
25874	HFL
25875	HFL
25876	HFL
25877	HFL
25878	OTH
25879	OTH
25880	OTH
25881	OTH
25882	OTH
25883	OTH
25884	OTH
25885	OTH
25886	HNL
25887	HNL
25888	HNL
25889	HNL
25890	HNL
25891	HNL
